source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @senatemajldr: The past two days of intense bipartisan talks are very close to a resolution. An update on the Coronavirus Aid Relief &amp;…,3/22/2020 13:27,3839,0,TRUE,1.24172E+18
Twitter for iPhone,"RT @GOPChairwoman: Biden and Bernie are both heading toward the socialist cliff just in different vehicles. Bernie’s is a red Ferrari wh…,03-22-2020 13:25:44,7778,0,true,1241717700839247873",,,,,
Twitter for iPhone,RT @GOPChairwoman: Great story! https://t.co/pqnZH3P6aU,3/22/2020 13:25,2318,0,TRUE,1.24172E+18
Twitter for iPhone,RT @MariaBartiromo: Tomorrow join us #Exclusive ⁦@SundayFutures⁩ ⁦@FoxNews⁩ 10am et #Live ⁦@WhiteHouse⁩ peter Navarro ⁦@marcorubio⁩ ⁦@WarRo…,3/22/2020 13:25,2722,0,TRUE,1.24172E+18
Twitter for iPhone,RT @Breaking911: STATES THAT HAVE ISSUED A ‘STAY AT HOME ORDER’- CALIFORNIA - NEW YORK- ILLINOIS - PENNSYLVANIA - CONNECTICUT - OREG…,3/22/2020 13:24,8858,0,TRUE,1.24172E+18
Twitter for iPhone,RT @MariaBartiromo: .@USTreasury Mnuchin on the Fed and Trump's efforts to protect the US economy https://t.co/Raiy5c9MnX @stevenmnuchin1,3/22/2020 13:23,2678,0,TRUE,1.24172E+18
Twitter for iPhone,RT @MariaBartiromo: Former Ford CEO: Auto industry in 'much stronger position' than 2008 recession https://t.co/BUlsFMr4yD @MorningsMaria @…,3/22/2020 13:23,3028,0,TRUE,1.24172E+18
Twitter for iPhone,RT @MariaBartiromo: US could see lowest gas prices on record: Analyst https://t.co/CrL3F8Q329 @MorningsMaria @FoxBusiness,3/22/2020 13:22,2962,0,TRUE,1.24172E+18
Twitter for iPhone,RT @IvankaTrump: Laid-off workers cannot wait. Small Businesses cannot wait.At @realDonaldTrump’s direction we’re working around the ⏰ w/…,3/22/2020 10:27,7954,0,TRUE,1.24167E+18
Twitter for iPhone,RT @GOPChairwoman: Together we will win this war against coronavirus.  “This has been a week of national action and of great national sol…,3/22/2020 10:27,5512,0,TRUE,1.24167E+18
Twitter for iPhone,"RT @WhiteHouse: President @realDonaldTrump: Governors mayors businesses charities and citizens are all working with urgency and speed…,03-22-2020 10:26:49,6553,0,true,1241672674553876480",,,,,
Twitter for iPhone,RT @Mike_Pence: We encourage every American to listen to their state and local authorities and follow President @realDonaldTrump’s Coronavi…,3/22/2020 10:26,4605,0,TRUE,1.24167E+18
Twitter for iPhone,RT @WhiteHouse: Yesterday President @realDonaldTrump spoke with 12000 small businesses—the economic engine of our country.The Trump Adm…,3/22/2020 10:26,5374,0,TRUE,1.24167E+18
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump signed legislation providing American workers with paid sick leave and paid family medical leave…,3/22/2020 10:26,8942,0,TRUE,1.24167E+18
Twitter for iPhone,"RT @TeamTrump: Democrats and Republicans in Congress are finding common ground and joining with President @realDonaldTrump in a bipartisan…,03-22-2020 10:25:46,3713,0,true,1241672410220441600",,,,,
Twitter for iPhone,RT @GOPChairwoman: Great reminder from @realDonaldTrump: “Every American has a role to play in defending our nation… Stay at home and sav…,3/22/2020 10:25,5586,0,TRUE,1.24167E+18
Twitter for iPhone,RT @notquitegonzo: Better be #Option2BernieIf he means what he said then he should fight with usJoe Biden is a death sentence for US A…,3/22/2020 10:20,3591,0,TRUE,1.24167E+18
Twitter for iPhone,RT @HeyPeggyGG: @TeamCavuto @ltgrusselhonore Coronavirus or no coronavirus Preident @realDonaldTrump hands down should be re-elected based…,3/22/2020 10:17,3283,0,TRUE,1.24167E+18
Twitter for iPhone,RT @beemtoaustin: @TeamCavuto @ltgrusselhonore @TheDemocrats hysteria will ruin the US.,3/22/2020 10:16,2393,0,TRUE,1.24167E+18
Twitter for iPhone,RT @TeamCavuto: .@SenJohnBarrasso to Neil: You have to be very concerned with your words and I'd expect much better from the Senate Minorit…,3/22/2020 10:12,2708,0,TRUE,1.24167E+18
Twitter for iPhone,RT @TeamCavuto: .@SenJohnKennedy to guest host @cvpayne: Our economy is going to take a short-term hit from the COVID-19 outbreak but I do…,3/22/2020 10:12,2502,0,TRUE,1.24167E+18
Twitter for iPhone,So true! https://t.co/ZQYjDYCrj2,3/22/2020 10:11,7750,30966,FALSE,1.24167E+18
Twitter for iPhone,RT @Judgenap: Maintaining Freedom in America During Coronavirus Madnesshttps://t.co/gxUMEp0CU9,3/22/2020 10:10,2563,0,TRUE,1.24167E+18
Twitter for iPhone,RT @Varneyco: The Trump Administration is considering providing direct financial relief to individuals affected by the #coronavirus. Former…,3/22/2020 10:09,2845,0,TRUE,1.24167E+18
Twitter for iPhone,RT @Varneyco: One major side effect of this economic free-fall is that oil and gas prices are at their lowest point in 18 years. Some areas…,3/22/2020 10:09,2910,0,TRUE,1.24167E+18
Twitter for iPhone,That doesn’t sound like Michael does it? https://t.co/sHoTUU1paT,3/22/2020 10:07,8530,40467,FALSE,1.24167E+18
Twitter for iPhone,RT @cvpayne: Excuse me I want to interrupt the onslaught of negativity tonight and remind everyone there is no such thing as false hope.…,3/22/2020 10:05,10576,0,TRUE,1.24167E+18
Twitter for iPhone,RT @MariaBartiromo: https://t.co/qcYWQKja53 join us @SundayFutures @FoxNews 10am et live @marcorubio @WhiteHouse peter Navarro @JNJNews ceo…,3/22/2020 10:04,2790,0,TRUE,1.24167E+18
Twitter for iPhone,RT @MariaBartiromo: Why Tom Cotton and Others Are Right To Question Where Coronavirus Started | The National Interest ⁦@SundayFutures⁩ ⁦@Fo…,3/22/2020 10:03,4001,0,TRUE,1.24167E+18
Twitter for iPhone,Maria is Great! https://t.co/nLSzlS0uDe,3/22/2020 10:03,6477,32688,FALSE,1.24167E+18
Twitter for iPhone,RT @KenCalvert: What to know what you can do to help our community?✅ Practice social distancing✅ Donate blood https://t.co/7kAAbjMTAr✅…,3/22/2020 10:01,2386,0,TRUE,1.24167E+18
Twitter for iPhone,RT @RepMichaelWaltz: My friend @RepRiggleman just converted his family distillery into a hand sanitizer manufacturing facility. Another g…,3/22/2020 10:01,4129,0,TRUE,1.24167E+18
Twitter for iPhone,RT @Scavino45: A MESSAGE FROM @StateDept @SecPompeo. #COVID19 🌐https://t.co/s6BGagG63J🌐https://t.co/EBuzMFrvIC🌐https://t.co/sWQ2wQNxtC…,3/22/2020 10:00,4685,0,TRUE,1.24167E+18
Twitter for iPhone,RT @realDonaldTrump: Today I spoke with our Nation’s Small Businesses which employ nearly half of America’s workforce. We are taking the M…,3/22/2020 10:00,22960,0,TRUE,1.24167E+18
Twitter for iPhone,RT @realDonaldTrump: https://t.co/MLLfFTqv19,3/22/2020 10:00,14850,0,TRUE,1.24167E+18
Twitter for iPhone,RT @realDonaldTrump: https://t.co/2wAUfZwBsa,3/22/2020 9:59,12631,0,TRUE,1.24167E+18
Twitter for iPhone,RT @Jim_Jordan: The Trump Administration is working hard to help small businesses get through this difficult time.For small business owne…,3/22/2020 9:58,4092,0,TRUE,1.24167E+18
Twitter for iPhone,RT @realDonaldTrump: https://t.co/IPslmvEFjA,3/22/2020 9:57,15559,0,TRUE,1.24167E+18
Twitter for iPhone,RT @realDonaldTrump: Thank you @JennPellegrino @OANN,3/22/2020 9:55,10598,0,TRUE,1.24166E+18
Twitter for iPhone,RT @realDonaldTrump: https://t.co/Dc5QLivHWH,3/22/2020 9:54,11270,0,TRUE,1.24166E+18
Twitter for iPhone,RT @SenateGOP: Conference Chairman @SenJohnBarrasso:We have people all across this country—through no fault of their own—areout of work.…,3/22/2020 9:47,1685,0,TRUE,1.24166E+18
Twitter for iPhone,RT @SenHawleyPress: This is a good time to be extra kind to one another.Sen. Hawley and Erin share a message of encouragement as we fac…,3/22/2020 9:46,1878,0,TRUE,1.24166E+18
Twitter for iPhone,RT @SenateGOP: “In these sobering times I’m reminded of what makes America strong.”More from Senator @ChuckGrassley👇🏻 https://t.co/Km6bD…,3/22/2020 9:45,1759,0,TRUE,1.24166E+18
Twitter for iPhone,RT @SenatorTimScott: A quick update from Washington about what we are doing to provide the necessary resources to protect the American peop…,3/22/2020 9:45,1272,0,TRUE,1.24166E+18
Twitter for iPhone,RT @SenatorLankford: Remember the best places to stay up to date with the latest #COVID19 developments: @WhiteHouse @CDCgov @healthyoklah…,3/22/2020 9:45,1145,0,TRUE,1.24166E+18
Twitter for iPhone,RT @SenRickScott: We all need to do our part stay inside and promote social distancing. This is the best thing we can do to stem the sprea…,3/22/2020 9:44,1566,0,TRUE,1.24166E+18
Twitter for iPhone,RT @senrobportman: I hope you’ll  join me in thanking the folks working around the clock to keep the food supply chain moving and the shelv…,3/22/2020 9:44,1901,0,TRUE,1.24166E+18
Twitter for iPhone,RT @MikeCrapo: Over the past week blood centers throughout the country have experienced a significant drop in donations due to #COVID19. I…,3/22/2020 9:44,1362,0,TRUE,1.24166E+18
Twitter for iPhone,RT @WhiteHouse: The Chinese Communist Party Russia Iran and bad actors around the world are spreading misinformation and lies about the…,3/22/2020 9:43,12509,0,TRUE,1.24166E+18
Twitter for iPhone,RT @DHS_Wolf: Hearing a lot about texts from friends at DHS or friends with connections at DHS that say DHS is planning a national lock…,3/22/2020 9:43,13223,0,TRUE,1.24166E+18
Twitter for iPhone,RT @sendavidperdue: Appreciate the opportunity to talk with Georgia Hospital Association members about the #coronavirus response and how we…,3/22/2020 9:42,1131,0,TRUE,1.24166E+18
Twitter for iPhone,RT @WHNSC: PSA: Text messages and emails about national quarantines are absolutely false and started by those wanting to cause fear and con…,3/22/2020 9:42,2687,0,TRUE,1.24166E+18
Twitter for iPhone,RT @SenateGOP: To the health care workers on the frontlines.To postal carriers truck drivers &amp; supermarket employees.To those staying…,3/22/2020 9:42,4003,0,TRUE,1.24166E+18
Twitter for iPhone,RT @realDonaldTrump: HYDROXYCHLOROQUINE &amp; AZITHROMYCIN taken together have a real chance to be one of the biggest game changers in the hi…,3/22/2020 4:15,103584,0,TRUE,1.24158E+18
Twitter for iPhone,RT @realDonaldTrump: ....be put in use IMMEDIATELY. PEOPLE ARE DYING MOVE FAST and GOD BLESS EVERYONE! @US_FDA @SteveFDA @CDCgov @DHSgov,3/22/2020 4:15,29988,0,TRUE,1.24158E+18
Twitter for iPhone,RT @DeptVetAffairs: .@POTUS signed legislation today that will maintain educational benefits for Veterans and their families impacted by th…,3/22/2020 3:58,4825,0,TRUE,1.24157E+18
Twitter for iPhone,https://t.co/Dc5QLivHWH,3/22/2020 3:56,11270,40200,FALSE,1.24157E+18
Twitter for iPhone,Thank you @JennPellegrino @OANN https://t.co/5TLc8LpYIP,3/22/2020 3:46,10598,45645,FALSE,1.24157E+18
Twitter for iPhone,RT @ashleyhayek: Earlier today @realDonaldTrump announced the tremendous work @Hanes is doing to produce masks. This evening I learned my…,3/22/2020 3:44,4606,0,TRUE,1.24157E+18
Twitter for iPhone,RT @CVSHealth: .@cvspharmacy waiving charges for home delivery of prescription medications due to the COVID-19 pandemic. Learn more: https:…,3/22/2020 3:40,2809,0,TRUE,1.24157E+18
Twitter for iPhone,RT @kayleighmcenany: “It’s unprecedented what we’ve done. Many many doctors can’t believe the great job we’ve done:”“By closing the coun…,3/22/2020 3:33,8394,0,TRUE,1.24157E+18
Twitter for iPhone,RT @kayleighmcenany: If you &amp; CNN would have paid attention to the White House coronavirus briefing you would have the answer.“We have p…,3/22/2020 3:31,10936,0,TRUE,1.24157E+18
Twitter for iPhone,RT @kimfreethinker: Our president is working valiantly to face some thing unprecedented and he’s met with the ignorance seen in this video.…,3/22/2020 3:30,7057,0,TRUE,1.24157E+18
Twitter for iPhone,RT @RyanAFournier: Fact:Under President Trump the process of getting a coronavirus vaccine into testing has occurred at one of the FASTE…,3/22/2020 3:20,12009,0,TRUE,1.24157E+18
Twitter for iPhone,Thank you David so true! https://t.co/dZNmUAVBO2,3/22/2020 3:19,27192,124493,FALSE,1.24157E+18
Twitter for iPhone,RT @DavidJHarrisJr: I remember a man who said...- We need to secure our borders- We need to bring businesses back to America - We need…,3/22/2020 3:17,39832,0,TRUE,1.24156E+18
Twitter for iPhone,Thank you! https://t.co/RBqIR7wtPt,3/22/2020 3:14,16106,67301,FALSE,1.24156E+18
Twitter Media Studio,CHINESE VIRUS FACT CHECK https://t.co/qJugCylvE2,3/22/2020 2:53,67460,208973,FALSE,1.24156E+18
Twitter for iPhone,https://t.co/hOFQEf1hUM,3/21/2020 20:55,11146,42595,FALSE,1.24147E+18
Twitter for iPhone,https://t.co/IPslmvEFjA,3/21/2020 20:38,15559,77235,FALSE,1.24146E+18
Twitter for iPhone,RT @MichaelCoudrey: NEW DATA: A French study has demonstrated evidence that the combination of Hydroxychloroquine &amp; Azithromycin are highly…,3/21/2020 16:16,27642,0,TRUE,1.2414E+18
Twitter for iPhone,RT @MichaelCoudrey: Everyone who thinks coronavirus is harmless or doesn’t matter should rethink that opinion immediately.This is an extr…,3/21/2020 16:04,8685,0,TRUE,1.2414E+18
Twitter for iPhone,White House News Conference at 12:30 P.M. Thank you!,3/21/2020 15:36,13527,63683,FALSE,1.24139E+18
Twitter for iPhone,....be put in use IMMEDIATELY. PEOPLE ARE DYING MOVE FAST and GOD BLESS EVERYONE! @US_FDA @SteveFDA @CDCgov @DHSgov,3/21/2020 14:13,29988,134336,FALSE,1.24137E+18
Twitter for iPhone,HYDROXYCHLOROQUINE &amp; AZITHROMYCIN taken together have a real chance to be one of the biggest game changers in the history of medicine. The FDA has moved mountains - Thank You! Hopefully they will BOTH (H works better with A International Journal of Antimicrobial Agents).....,3/21/2020 14:13,103584,387720,FALSE,1.24137E+18
Twitter for iPhone,Great story. Thank you to Mr. Young of Jonesboro Arkansas! https://t.co/i9xH8VXfS2,3/21/2020 13:21,12149,51248,FALSE,1.24135E+18
Twitter for iPhone,https://t.co/MLLfFTqv19,3/21/2020 1:58,14850,61281,FALSE,1.24118E+18
Twitter for iPhone,https://t.co/2wAUfZwBsa,3/21/2020 1:58,12631,58193,FALSE,1.24118E+18
Twitter for iPhone,RT @SecretarySonny: To the heroes in the U.S. food supply chain we salute you. https://t.co/3wIUuNtUpb,3/20/2020 23:01,15823,0,TRUE,1.24114E+18
Twitter for iPhone,RT @SecretService: Stay safe stay healthy and take care of each other. - Director James Murray thanks all those who are continuing to w…,3/20/2020 22:46,8699,0,TRUE,1.24113E+18
Twitter for iPhone,Today I spoke with our Nation’s Small Businesses which employ nearly half of America’s workforce. We are taking the MOST aggressive action in history to deliver fast relief to your businesses and workers. We will always protect our Small Businesses! @SBAgov https://t.co/lf3y5iJ4hd,3/20/2020 20:22,22960,101557,FALSE,1.2411E+18
Twitter for iPhone,https://t.co/ytgBP3hJv1,3/20/2020 18:45,31981,126121,FALSE,1.24107E+18
Twitter for iPhone,RT @WhiteHouse: .@SecPompeo announces that the United States and Mexico have agreed to restrict non-essential travel across the U.S.-Mexico…,3/20/2020 18:39,8566,0,TRUE,1.24107E+18
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump's early decisive travel restrictions slowed the Coronavirus' spread to our shores—and we are do…,3/20/2020 18:39,8402,0,TRUE,1.24107E+18
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/km5CdvLvGG,3/20/2020 15:50,9333,0,TRUE,1.24103E+18
Twitter for iPhone,RT @realDonaldTrump: Steve is one of the very best in the Senate. He is competing against a failed Democrat Presidential candidate who neve…,3/20/2020 4:46,14651,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenJohnBarrasso: People are facing challenges all across the country. I sat down with @ShannonBream tonight to discuss how Congress is…,3/20/2020 4:44,4642,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenShelby: The Senate remains in session this week working to pass monumental legislation to combat the Coronavirus &amp; help the American…,3/20/2020 4:43,3823,0,TRUE,1.24086E+18
Twitter for iPhone,RT @JohnCornyn: Do you know the symptoms of #COVID19? Difficulty breathing persistent pain or pressure in the chest confusion bluish lip…,3/20/2020 4:43,5432,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenHydeSmith: #Telehealth is a valuable tool to provide care &amp; protect people in this #COVID19pandemic. Pleased @realdonaldtrump &amp; task…,3/20/2020 4:43,3590,0,TRUE,1.24086E+18
Twitter for iPhone,RT @senatemajldr: It is my intention that the Senate will not adjourn until we have passed significant and bold new steps above and beyond…,3/20/2020 4:42,11475,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenJohnThune: Everything we’re doing right now is time-sensitive. Just left lunch with @SenateGOP &amp; @StevenMnuchin1. We’re working as a…,3/20/2020 4:42,3329,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenCoryGardner: We need to provide real relief to American workers who have been impacted by #COVID19 and we need to do it right now.…,3/20/2020 4:42,3247,0,TRUE,1.24086E+18
Twitter for iPhone,RT @marcorubio: Made good progress on getting 💰 into the hands of small businesses so they don’t have to lay off their workers.Senate isn…,3/20/2020 4:41,3580,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenateGOP: Conference Chairman @SenJohnBarrasso:It is the millennials who will make the difference in slowing the spread of this dise…,3/20/2020 4:41,3214,0,TRUE,1.24086E+18
Twitter for iPhone,A Great Guy! https://t.co/L3sjMW9Inw,3/20/2020 4:41,8610,42908,FALSE,1.24086E+18
Twitter for iPhone,RT @SenateGOP: “Republicans and Democrats are coming together”More from @SenToddYoung 👇🏻 https://t.co/UXQ5MNP29W,3/20/2020 4:39,2885,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenatorRisch: 🚨Attention Idaho small business owners🚨 If your business has been disrupted or impacted by coronavirus fill out a form w…,3/20/2020 4:39,2807,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenJoniErnst: Earlier today I spoke with other members of @SmallBizCmte about the next steps we’re going to take to ensure our local e…,3/20/2020 4:39,2471,0,TRUE,1.24086E+18
Twitter for iPhone,RT @MarshaBlackburn: ICYMI: This afternoon I held a Facebook town hall to discuss our response to the coronavirus. https://t.co/K3H2fP2xCz,3/20/2020 4:38,3123,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenateGOP: What is social distancing and why does it matter?More from @SenCapito 👇🏻 https://t.co/qyAXulQypc,3/20/2020 4:38,2531,0,TRUE,1.24086E+18
Twitter for iPhone,"RT @SenateGOP: In the fight against the coronavirus the Trump administration is not just taking a whole of government approach but a who…,03-20-2020 04:38:28,3235,0,true,1240860233251131392",,,,,
Twitter for iPhone,RT @ChuckGrassley: 2day the Senate is expected to vote on the bipartisan House bill to provide relief to workers affected by coronavirus I’…,3/20/2020 4:38,2716,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenCoryGardner: A huge part of Colorado’s economy relies on restaurants and hospitality. I’m working to help Congress recognize how the…,3/20/2020 4:37,2724,0,TRUE,1.24086E+18
Twitter for iPhone,Steve is one of the very best in the Senate. He is competing against a failed Democrat Presidential candidate who never got close to 1% and was sent packing. Had to be talked into this run by Schumer. Bad for 2nd A! I strongly Endorse @SteveDaines! https://t.co/x8yD7bRTgN,3/20/2020 4:37,14655,55893,FALSE,1.24086E+18
Twitter for iPhone,RT @SenBillCassidy: We must stop the spread of #coronavirus. I support social distancing measures taken on the federal state and local l…,3/20/2020 4:30,2719,0,TRUE,1.24086E+18
Twitter for iPhone,RT @senrobportman: Just voted to pass the Families First Coronavirus Response Act providing:- Free coronavirus testing- Paid sick leave…,3/20/2020 4:30,2836,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenCapito: My full statement on today's vote: https://t.co/nxIc55Fgtx,3/20/2020 4:30,2291,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenThomTillis: I'm proud the Senate set partisan differences aside and worked together to pass bipartisan solutions to help slow the sp…,3/20/2020 4:30,2179,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenKevinCramer: Negotiated by @POTUS and House Democrats this bill gives immediate and vital relief for American workers and small bus…,3/20/2020 4:29,2305,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenatorFischer: The purpose of the federal government is to provide a national response during a national emergency. That is why I vote…,3/20/2020 4:29,1848,0,TRUE,1.24086E+18
Twitter for iPhone,RT @NBCNews: JUST IN: US Senate passes coronavirus relief bill that would provide for free coronavirus testing paid family and sick leave…,3/20/2020 4:29,3720,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenFinance: Chairman @ChuckGrassley on the passage of the Families First Coronavirus Response Act:✓ Increased paid sick leave✓ Incr…,3/20/2020 4:28,2067,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenBillCassidy: The economic problems caused by this virus have never been seen before. This package is to help individuals families a…,3/20/2020 4:28,2322,0,TRUE,1.24086E+18
Twitter for iPhone,RT @GrassleyPress: BREAKING → The Families First Coronavirus Response Act is heading to President @realDonaldTrump’s desk. https://t.co/po6…,3/20/2020 4:27,2144,0,TRUE,1.24086E+18
Twitter for iPhone,"RT @SenateGOP: 📍IOWAIt is really important that we are all working together to come up with solutions for the American people.""We're…,03-20-2020 04:27:14,1999,0,true,1240857405761732608",,,,,
Twitter for iPhone,RT @JohnBoozman: I'm pleased the Senate took this step to provide relief and support to America's workers &amp; families in the form of free vi…,3/20/2020 4:26,2001,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenJohnHoeven: We look forward to this bill being signed into law &amp; we will continue working on the future phases of our nation’s resp…,3/20/2020 4:26,1765,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SBAgov: What's the process for applying for an SBA disaster loan and what documentation is required? This fact sheet breaks it down: ht…,3/20/2020 4:25,2546,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenJohnThune: We're all hearing a lot in the news on social media and in conversations about social distancing. Here’s a good expla…,3/20/2020 4:25,2658,0,TRUE,1.24086E+18
Twitter for iPhone,RT @Scavino45: Last night in the Oval Office @POTUS @realDonaldTrump signed into law: H.R. 6201 the “Families First Coronavirus Response…,3/20/2020 4:24,3960,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenateGOP: We're asking everybody to show a little bit of kindness.On the ground in Iowa @SenJoniErnst is working to fight coronav…,3/20/2020 4:24,2001,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenMcSallyAZ: 🚨 Arizona you can save lives during this crisis! Stay home wash your hands and stay informed by visiting https://t.co/…,3/20/2020 4:23,2483,0,TRUE,1.24086E+18
Twitter for iPhone,"RT @SenRubioPress: Leader McConnell: Our legislation cannot leave small business behind … Chairman Rubio and Chairman Collins have been cr…,03-20-2020 04:23:45,2732,0,true,1240856529659736064",,,,,
Twitter for iPhone,RT @WhiteHouse: If you think you're sick DON'T get in the car. 🚫Get on the phone. 📱Get instructions. 💬 https://t.co/GCLYgla25Q,3/20/2020 4:23,6129,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenateGOP: ✓ SIGNED by @realDonaldTrumpThe Families First Coronavirus Response Act is now law.,3/20/2020 4:22,2948,0,TRUE,1.24086E+18
Twitter for iPhone,RT @SenJohnThune: Many small biz who only a few weeks ago were having one of their best years ever are now struggling to keep their doors…,3/20/2020 4:22,2345,0,TRUE,1.24086E+18
Twitter for iPhone,RT @GrassleyPress: By working together and doing our part our country will get through #COVID19.+ Keep your distance from others+ Work…,3/20/2020 4:22,2057,0,TRUE,1.24086E+18
Twitter for iPhone,RT @USNavy: Doing our part as only the U.S. Navy can. #NavyReadiness #NavyCapability #USNavy Hospital Ships #USNSMercy and #USNSComfort…,3/20/2020 4:21,6903,0,TRUE,1.24086E+18
Twitter for iPhone,RT @senatemajldr: The American people are strong. The American people will win this fight against the coronavirus.The Senate’s job is to…,3/20/2020 4:19,5169,0,TRUE,1.24086E+18
Twitter for iPhone,RT @senatemajldr: We are crafting a major plan to help small business survive this crisis and help workers continue to get paid. A rapid in…,3/20/2020 4:19,3230,0,TRUE,1.24086E+18
Twitter for iPhone,RT @senatemajldr: Senate Republicans want to put cash in the hands of the American people to help during this uniquely uncertain time. No t…,3/20/2020 4:19,4151,0,TRUE,1.24086E+18
Twitter for iPhone,RT @senatemajldr: The Coronavirus Aid Relief &amp; Economic Security Act proposes bold action on four urgent priorities:1. Direct financial…,3/20/2020 4:18,4105,0,TRUE,1.24086E+18
Twitter for iPhone,RT @senatemajldr: The Senate is not going anywhere until we act. Senate Republicans are here and ready to work with our Democratic colleagu…,3/20/2020 4:18,3045,0,TRUE,1.24086E+18
Twitter for iPhone,RT @realDonaldTrump: STRONG &amp; UNITED WE WILL PREVAIL! https://t.co/T6UCyaPRIy,3/19/2020 23:33,42994,0,TRUE,1.24078E+18
Twitter for iPhone,https://t.co/xHttKvdJQy,3/19/2020 23:31,14217,64277,FALSE,1.24078E+18
Twitter for iPhone,RT @FLOTUS: https://t.co/3KXrAP0A35,3/19/2020 23:31,36673,0,TRUE,1.24078E+18
Twitter for iPhone,America’s Private Sector is stepping up to help us be STRONG! Many of the Nation’s distillers large and small are producing and donating hand sanitizer to help fight #COVID19. THANK YOU! https://t.co/bcjKA9Janw,3/19/2020 22:23,20917,86794,FALSE,1.24077E+18
Twitter for iPhone,THANK YOU to our Police Officers Fire Fighters and EMS who help us defeat the Virus every day. Our proud nation is grateful for the unwavering dedication and sacrifice of our First Responders and their families. TOGETHER we will beat this!,3/19/2020 22:16,40309,227842,FALSE,1.24076E+18
Twitter for iPhone,THANK YOU! #ThankATrucker https://t.co/VgzJ2LXXpi,3/19/2020 22:13,19089,85559,FALSE,1.24076E+18
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is at @FEMA headquarters speaking via teleconference with America's Governors on preparation m…,3/19/2020 20:10,7843,0,TRUE,1.24073E+18
Twitter for iPhone,RT @Surgeon_General: Everyone can do their part to respond to #COVID19. Part of preparedness is a robust blood supply. Please continue to #…,3/19/2020 18:01,5892,0,TRUE,1.2407E+18
Twitter for iPhone,RT @WhiteHouse: When this virus is defeated our great American economy will bounce back rapidly. https://t.co/812JGjlDIm,3/19/2020 18:01,11068,0,TRUE,1.2407E+18
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump has signed critical support for American families workers and businesses into law. https://t.c…,3/19/2020 18:00,7131,0,TRUE,1.2407E+18
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/uvFZaWbcME,3/19/2020 15:32,7881,0,TRUE,1.24066E+18
Twitter for iPhone,SOCIAL DISTANCING! https://t.co/H2jR59wArx,3/19/2020 14:24,19224,79171,FALSE,1.24065E+18
Twitter for iPhone,We are going to WIN sooner rather than later!,3/19/2020 12:54,56313,346813,FALSE,1.24062E+18
Twitter for iPhone,RT @realDonaldTrump: 15 DAYS TO SLOW THE SPREAD! https://t.co/ytgBP3hJv1,3/19/2020 1:51,32785,0,TRUE,1.24046E+18
Twitter for iPhone,STRONG &amp; UNITED WE WILL PREVAIL! https://t.co/T6UCyaPRIy,3/18/2020 21:48,44720,190798,FALSE,1.24039E+18
Twitter for iPhone,I only signed the Defense Production Act to combat the Chinese Virus should we need to invoke it in a worst case scenario in the future. Hopefully there will be no need but we are all in this TOGETHER!,3/18/2020 21:37,37574,207189,FALSE,1.24039E+18
Twitter for iPhone,Thank you @HerschelWalker! https://t.co/qBXOa4eJzY,3/18/2020 20:50,12512,57715,FALSE,1.24038E+18
Twitter for iPhone,Today I spoke with American physicians and nurses to thank them for their tireless work. Doctors and nurses are at the front lines of this war and are true American HEROES! With their help America will WIN.,3/18/2020 20:49,31233,172776,FALSE,1.24038E+18
Twitter for iPhone,I want all Americans to understand: we are at war with an invisible enemy but that enemy is no match for the spirit and resolve of the American people...,3/18/2020 19:14,49810,273525,FALSE,1.24036E+18
Twitter for iPhone,...It cannot overcome the dedication of our doctors nurses and scientists — and it cannot beat the LOVE PATRIOTISM and DETERMINATION of our citizens. Strong and United WE WILL PREVAIL!,3/18/2020 19:14,23747,122634,FALSE,1.24036E+18
